Photo ID,Station #,Species,Sex,Dish #,Scale length,Krill length,Notes,# Incomplete,Measured by,Issue addressed?
RF130509H1S127EF3,127,EP,F,3,8,208.82,,0,Rafael Stankiewicz,
RF130509H1S127EF3,127,EP,F,3,8,211.563,,0,Rafael Stankiewicz,
RF130509H1S127EF3,127,EP,F,3,8,208.397,,0,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,180.35,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,254.92,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,203.302,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,208.458,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,231.16,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,205.906,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,193.489,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,245.641,,1,Rafael Stankiewicz,
RF130509H1S127EF4,127,EP,F,4,8,194.874,,1,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,217.064,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,204.259,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,244.176,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,246.277,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,260.597,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,190.004,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,293.658,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,231.797,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,236.752,,0,Rafael Stankiewicz,
RF130509H1S127EF5,127,EP,F,5,8,227.528,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,227.367,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,216.512,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,237.314,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,242.665,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,246.467,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,256.662,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,268.239,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,228.516,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,191.596,,0,Rafael Stankiewicz,
RF130509H1S127EF6,127,EP,F,6,8,226.188,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,193.003,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,186.41,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,242.981,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,215.336,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,261.787,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,196.031,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,240.025,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,245.105,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,217.428,,0,Rafael Stankiewicz,
RF130509H1S127EF7,127,EP,F,7,8,244.252,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,199.707,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,226.515,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,245.787,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,242.335,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,249.728,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,212.837,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,215.004,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,214.867,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,233.844,,0,Rafael Stankiewicz,
RF130509H1S127EF8,127,EP,F,8,8,233.987,,0,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,206.218,,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,233.279,,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,245.966,Head detached from body,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,194.609,,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,293.972,,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,203.09,,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,226.553,,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,223.964,,1,Rafael Stankiewicz,
RF130509H1S127EM1,127,EP,M,1,9,177.403,,1,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,217.699,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,239.952,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,239.376,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,236.446,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,243.159,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,215.507,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,229.987,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,211.229,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,198.889,,0,Rafael Stankiewicz,
RF130509H1S127EM2,127,EP,M,2,8,242.325,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,198.329,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,235.356,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,206.13,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,217.083,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,229.397,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,202.917,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,255.196,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,224.375,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,181.397,,0,Rafael Stankiewicz,
RF130509H1S127EM3,127,EP,M,3,8,210.941,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,216.145,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,238.641,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,209.506,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,187.818,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,174.321,Missing tail,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,245.558,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,191.403,Second eye lodged on back,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,219.098,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,224.245,,0,Rafael Stankiewicz,
RF130509H1S127EM4,127,EP,M,4,8,207.681,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,188.49,Eye weirdly placed,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,224.288,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,198.984,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,229.602,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,230.425,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,231.919,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,183.494,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,236.183,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,220.574,,0,Rafael Stankiewicz,
RF130509H1S127EM5,127,EP,M,5,8,201.177,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,191.359,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,249.947,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,202.994,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,226.056,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,229.868,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,207.472,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,239.588,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,198.197,,0,Rafael Stankiewicz,
RF130509H1S127EM6,127,EP,M,6,8,216.164,,0,Rafael Stankiewicz,
RF130509H1S127TM1,127,TS,M,1,8,260.414,,0,Rafael Stankiewicz,
RF130510H6S114EF1,114,EP,F,1,11,186.243,,0,Rafael Stankiewicz,
RF130510H6S114EM1,114,EP,M,1,11,232.606,,0,Rafael Stankiewicz,
RF130510H6S114EM1,114,EP,M,1,11,212.378,,0,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,282.017,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,306.515,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,329.697,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,308.344,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,293.638,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,317.002,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,315.355,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,313.021,,1,Rafael Stankiewicz,
RF130510H6S114TF1,114,TS,F,1,10,296.509,,1,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,297.734,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,296.153,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,307.963,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,293.378,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,300.236,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,166.972,"Shrunken, disproportioned compared to other krill",0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,217.047,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,225.06,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,299.49,,0,Rafael Stankiewicz,
RF130510H6S114TF2,114,TS,F,2,11,314.997,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,282.372,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,270.882,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,313.729,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,278.478,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,257.809,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,271.072,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,307.229,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,309.583,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,305.593,,0,Rafael Stankiewicz,
RF130510H6S114TF3,114,TS,F,3,11,311.377,,0,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,278.799,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,287.287,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,292.798,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,311.868,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,283.301,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,264.983,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,292.434,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,227.773,,1,Rafael Stankiewicz,
RF130510H6S114TF4,114,TS,F,4,11,225.048,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,271.525,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,331.751,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,272.553,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,277.706,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,268.389,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,281.338,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,316.408,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,310.405,,1,Rafael Stankiewicz,
RF130510H6S114TF5,114,TS,F,5,10,313.519,,1,Rafael Stankiewicz,
RF130510H6S114TF6,114,TS,F,6,10,277.968,,0,Rafael Stankiewicz,
RF130510H6S114TF6,114,TS,F,6,10,292.001,,0,Rafael Stankiewicz,
RF130510H6S114TF6,114,TS,F,6,10,300.292,,0,Rafael Stankiewicz,
RF130510H6S114TF6,114,TS,F,6,10,296.319,,0,Rafael Stankiewicz,
RF130510H6S114TF6,114,TS,F,6,10,218.802,,0,Rafael Stankiewicz,
RF130510H6S114TF6,114,TS,F,6,10,268.183,,0,Rafael Stankiewicz,
RF130510H6S114TF6,114,TS,F,6,10,310.81,,0,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,293.189,,2,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,278.206,,2,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,265.505,,2,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,273.711,,2,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,258.146,,2,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,191.963,,2,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,207.054,,2,Rafael Stankiewicz,
RF130510H6S114TM1,114,TS,M,1,11,252.747,,2,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,246.468,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,258.638,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,246.73,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,254.615,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,262.833,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,164.14,"Shrunken, disproportioned compared to other krill",0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,243.13,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,271.875,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,267.739,,0,Rafael Stankiewicz,
RF130510H6S114TM2,114,TS,M,2,10,263.929,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,256.509,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,277.988,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,266.971,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,257.652,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,288.084,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,203.52,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,267.293,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,254.44,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,250.028,,0,Rafael Stankiewicz,
RF130510H6S114TM3,114,TS,M,3,11,250.952,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,235.675,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,259.782,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,227.602,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,248.465,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,251.95,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,235.954,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,276.885,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,252.951,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,255.665,,0,Rafael Stankiewicz,
RF130510H6S114TM4,114,TS,M,4,10,258.397,,0,Rafael Stankiewicz,
RF130510H6S114TM5,114,TS,M,5,11,267.308,This is the second one in the image,0,Rafael Stankiewicz,
RF130510H6S114TM5,114,TS,M,5,11,269.174,This is the first one in the image,0,Rafael Stankiewicz,
RF130510H6S114TM5,114,TS,M,5,11,275.14,,0,Rafael Stankiewicz,
RF130510H6S114TM5,114,TS,M,5,11,247.944,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,247.8,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,264.457,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,237.199,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,231.492,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,280.115,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,251.833,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,223.813,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,260.529,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,251.921,,0,Rafael Stankiewicz,
RF130511H11S110EF1,110,EP,F,1,11,238.09,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,231.891,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,269.245,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,260.338,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,259.328,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,238.42,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,280.67,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,244.181,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,207.358,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,249.448,,0,Rafael Stankiewicz,
RF130511H11S110EF10,110,EP,F,10,11,214.461,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,253.401,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,258.183,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,251.707,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,248.741,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,261.354,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,241.332,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,238.531,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,220.659,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,236.425,,0,Rafael Stankiewicz,
RF130511H11S110EF11,110,EP,F,11,11,270.644,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,239.919,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,282.608,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,238.164,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,210.825,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,260.602,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,191.3,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,251.994,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,267.832,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,284.29,,0,Rafael Stankiewicz,
RF130511H11S110EF12,110,EP,F,12,11,273.186,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,270.155,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,211.074,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,225.034,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,228.06,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,251.308,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,233.13,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,248.21,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,254.247,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,237.543,,0,Rafael Stankiewicz,
RF130511H11S110EF13,110,EP,F,13,11,272.937,,0,Rafael Stankiewicz,
RF130511H11S110EF14,110,EP,F,14,11,257.066,,0,Rafael Stankiewicz,
RF130511H11S110EF14,110,EP,F,14,11,218.003,,0,Rafael Stankiewicz,
RF130511H11S110EF14,110,EP,F,14,11,251.173,,0,Rafael Stankiewicz,
RF130511H11S110EF14,110,EP,F,14,11,249.7,,0,Rafael Stankiewicz,
RF130511H11S110EF14,110,EP,F,14,11,273.402,,0,Rafael Stankiewicz,
RF130511H11S110EF14,110,EP,F,14,11,241.455,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,200.944,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,262.115,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,265.283,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,245.424,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,218.46,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,284.238,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,247.917,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,248.217,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,231.766,,0,Rafael Stankiewicz,
RF130511H11S110EF2,110,EP,F,2,11,248.855,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,244.239,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,208.307,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,213.496,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,242.266,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,254.976,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,278.222,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,232.93,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,261.071,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,271.084,,0,Rafael Stankiewicz,
RF130511H11S110EF3,110,EP,F,3,11,239.149,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,184.03,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,259.101,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,252.394,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,206.901,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,230.222,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,252.743,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,256.063,,0,Rafael Stankiewicz,
RF130511H11S110EF4,110,EP,F,4,11,267.337,,0,Rafael Stankiewicz,
